date,firm_id,V,sigma_V,DD,PD
2020-03-11,TSLA,149290.47051869307,0.9928932581999892,-2.3630560349263936,0.009062464423658812
2020-03-12,TSLA,132955.56812306144,0.9999685683116352,-2.2233033536631615,0.013097675769417056
2020-03-13,TSLA,129858.4946810438,1.0086653027237458,-2.1721075811016446,0.014923774645685861
2020-03-16,TSLA,107323.71753860055,1.0118553118410856,-1.9737121478127861,0.024207241542704677
2020-03-17,TSLA,104026.16037685933,1.0151393263807262,-1.9332080580075683,0.026605286252690465
2020-03-18,TSLA,88705.82149006691,1.006327758211745,-1.800670574052965,0.035877409127739
2020-03-19,TSLA,103454.79636813301,1.0244547599647138,-1.9009800216484765,0.028652314739379042
2020-03-20,TSLA,103417.23625630535,1.0331472008094877,-1.875881882538696,0.030335750482657395
2020-03-23,TSLA,104914.06456051409,1.0366668313421015,-1.8798610179540272,0.030063510930799706
2020-03-24,TSLA,120617.62062552421,1.0626642841331944,-1.9394504587760033,0.026223255710708326
2020-03-25,TSLA,128199.54882361964,1.0810131158251952,-1.9446391151442055,0.025909214050619717
2020-03-26,TSLA,125728.92672563417,1.0933884604963846,-1.8925260036675542,0.029210466174669006
2020-03-27,TSLA,122659.60525759141,1.102759883104905,-1.8446993542559815,0.03254064243618687
2020-03-30,TSLA,119957.04754147684,1.11119370445998,-1.8021565918222566,0.03576038602109557
2020-03-31,TSLA,124779.05120328751,1.1223653873325936,-1.808216483338235,0.03528640708488762
2020-04-01,TSLA,115349.50877202707,1.1248751315903645,-1.7318204328878477,0.041652769468763055
2020-04-02,TSLA,109349.30827769022,1.1274623466751648,-1.6777933183122882,0.04669372710034345
2020-04-03,TSLA,115006.38399825168,1.1382046553046343,-1.695582384349351,0.04498249807725931
2020-04-06,TSLA,123063.61762209858,1.1462900435515475,-1.7346378078233755,0.0414024891926712
2020-04-07,TSLA,129514.41938012328,1.163042376060776,-1.73686317968725,0.041205661969472424
2020-04-08,TSLA,130273.14410600696,1.1725637492798484,-1.7182584102940863,0.04287474585339723
2020-04-09,TSLA,135633.65945572287,1.1758517407672746,-1.7444639350991256,0.04053911243264699
2020-04-13,TSLA,152943.69230330415,1.1858596460610114,-1.8209788390516144,0.034305036797464245
2020-04-14,TSLA,166018.64120011497,1.1999985364021895,-1.8537429916960797,0.03188796894991978
2020-04-15,TSLA,170445.7139875337,1.1999991192497816,-1.8756721700300845,0.03035015481950775
2020-04-16,TSLA,173840.68202324145,1.1999995461997006,-1.892106420472842,0.029238401526779915
